Time [sec], Input Angle [rad], Input Speed [rpm], Input Voltage [V], Output Torque [Nm], Brake Torque [Nm], Efficiency [%], 
21.8313, 0, 0, 0, 0.00212305, 1, 0, 
21.8413, 0, 0, 0, 0.000902327, 1, 0, 
21.8513, 0, 0, 0, 0.00212305, 1, 0, 
21.8613, 0, 0, 0, 0.000902327, 1, 0, 
21.8712, 0, 0, 0, 0.00212305, 1, 0, 
21.8812, 0, 0, 0, -0.00275984, 1, 0, 
21.8912, 0, 0, 0, -0.000318395, 1, 0, 
21.9011, 0, 0, 0, 0.00212305, 1, 0, 
21.9111, 0, 0, 0, -0.00153912, 1, 0, 
21.9211, 0, 0, 0, 0.000902327, 1, 0, 
21.9311, 0, 0, 0, -0.00275984, 1, 0, 
21.941, 0, 0, 0, -0.000318395, 1, 0, 
21.951, 0, 0, 0, -0.00153912, 1, 0, 
21.961, 0, 0, 0, -0.00153912, 1, 0, 
21.971, 0, 0, 0, 0.00212305, 1, 0, 
21.9809, 0, 0, 0, -0.00398056, 1, 0, 
21.9909, 0, 0, 0, -0.000318395, 1, 0, 
22.0009, 0, 0, 0, 0.00212305, 1, 0, 
22.0109, 0, 0, 0, 0.000902327, 1, 0, 
22.0208, 0, 0, 0, -0.00153912, 1, 0, 
22.0308, 0, 0, 0, 0.000902327, 1, 0, 
22.0408, 0, 0, 0, -0.00153912, 1, 0, 
22.0507, 0, 0, 0, -0.00275984, 1, 0, 
22.0607, 0, 0, 0, -0.000318395, 1, 0, 
22.0707, 0, 0, 0, -0.000318395, 1, 0, 
22.0807, 0, 0, 0, -0.00275984, 1, 0, 
22.0906, 0, 0, 0, -0.00275984, 1, 0, 
22.1006, 0, 0, 0, 0.00212305, 1, 0, 
22.1106, 0, 0, 0, -0.00153912, 1, 0, 
22.1206, 0, 0, 0, 0.000902327, 1, 0, 
22.1305, 0, 0, 0, -0.00153912, 1, 0, 
22.1405, 0, 0, 0, -0.00153912, 1, 0, 
22.1505, 0, 0, 0, -0.00275984, 1, 0, 
22.1604, 0, 0, 0, -0.00398056, 1, 0, 
22.1704, 0, 0, 0, 0.00212305, 1, 0, 
22.1804, 0, 0, 0, 0.000902327, 1, 0, 
22.1904, 0, 0, 0, 0.00212305, 1, 0, 
22.2003, 0, 0, 0, -0.00275984, 1, 0, 
22.2103, 0, 0, 0, -0.00275984, 1, 0, 
22.2203, 0, 0, 0, -0.00398056, 1, 0, 
22.2303, 0, 0, 0, 0.000902327, 1, 0, 
22.2402, 0, 0, 0, -0.000318395, 1, 0, 
22.2502, 0, 0, 0, -0.00153912, 1, 0, 
22.2602, 0, 0, 0, 0.00212305, 1, 0, 
22.2701, 0, 0, 0, -0.00275984, 1, 0, 
22.2801, 0, 0, 0, -0.00153912, 1, 0, 
22.2901, 0, 0, 0, 0.000902327, 1, 0, 
22.3001, 0, 0, 0, 0.00212305, 1, 0, 
22.31, 0, 0, 0, -0.00275984, 1, 0, 
22.32, 0, 0, 0, -0.00153912, 1, 0, 
22.33, 0, 0, 0, -0.00153912, 1, 0, 
22.34, 0, 0, 0, 0.000902327, 1, 0, 
22.3499, 0, 0, 0, -0.00153912, 1, 0, 
22.3599, 0, 0, 0, 0.000902327, 1, 0, 
22.3699, 0, 0, 0, -0.00275984, 1, 0, 
22.3798, 0, 0, 0, -0.00153912, 1, 0, 
22.3898, 0, 0, 0, -0.00398056, 1, 0, 
22.3998, 0, 0, 0, -0.00153912, 1, 0, 
22.4098, 0, 0, 0, -0.00153912, 1, 0, 
22.4197, 0, 0, 0, 0.000902327, 1, 0, 
22.4297, 0, 0, 0, -0.00153912, 1, 0, 
22.4397, 0, 0, 0, -0.00398056, 1, 0, 
22.4497, 0, 0, 0, 0.00212305, 1, 0, 
22.4596, 0, 0, 0, -0.00275984, 1, 0, 
22.4696, 0, 0, 0, -0.000318395, 1, 0, 
22.4796, 0, 0, 0, -0.00275984, 1, 0, 
22.4895, 0, 0, 0, 0.000902327, 1, 0, 
22.4995, 0, 0, 0, -0.00153912, 1, 0, 
22.5095, 0, 0, 0, -0.00153912, 1, 0, 
22.5195, 0, 0, 0, -0.00398056, 1, 0, 
22.5294, 0, 0, 0, -0.000318395, 1, 0, 
22.5394, 0, 0, 0, -0.000318395, 1, 0, 
22.5494, 0, 0, 0, -0.00275984, 1, 0, 
22.5594, 0, 0, 0, -0.00153912, 1, 0, 
22.5693, 0, 0, 0, -0.00398056, 1, 0, 
22.5793, 0, 0, 0, -0.000318395, 1, 0, 
22.5893, 0, 0, 0, -0.00398056, 1, 0, 
22.5992, 0, 0, 0, 0.00212305, 1, 0, 
22.6092, 0, 0, 0, -0.000318395, 1, 0, 
22.6192, 0, 0, 0, -0.00398056, 1, 0, 
22.6292, 0, 0, 0, -0.00153912, 1, 0, 
22.6391, 0, 0, 0, 0.00212305, 1, 0, 
22.6491, 0, 0, 0, -0.000318395, 1, 0, 
22.6591, 0, 0, 0, -0.000318395, 1, 0, 
22.6691, 0, 0, 0, -0.00275984, 1, 0, 
22.679, 0, 0, 0, -0.00153912, 1, 0, 
22.689, 0, 0, 0, 0.00456449, 1, 0, 
22.699, 0, 0, 0, -0.00153912, 1, 0, 
22.7089, 0, 0, 0, 0.000902327, 1, 0, 
22.7189, 0, 0, 0, 0.000902327, 1, 0, 
22.7289, 0, 0, 0, -0.00520128, 1, 0, 
22.7389, 0, 0, 0, 0.000902327, 1, 0, 
22.7488, 0, 0, 0, -0.00398056, 1, 0, 
22.7588, 0, 0, 0, -0.00275984, 1, 0, 
22.7688, 0, 0, 0, -0.00275984, 1, 0, 
22.7788, 0, 0, 0, -0.00398056, 1, 0, 
22.7887, 0, 0, 0, 0.00212305, 1, 0, 
22.7987, 0, 0, 0, 0.000902327, 1, 0, 
22.8087, 0, 0, 0, 0.00212305, 1, 0, 
22.8186, 0, 0, 0, -0.00153912, 1, 0, 
22.8286, 0, 0, 0, -0.00153912, 1, 0, 
22.8386, 0, 0, 0, -0.00153912, 1, 0, 
22.8486, 0, 0, 0, 0.00212305, 1, 0, 
22.8585, 0, 0, 0, -0.000318395, 1, 0, 
22.8685, 0, 0, 0, -0.000318395, 1, 0, 
22.8785, 0, 0, 0, -0.000318395, 1, 0, 
22.8885, 0, 0, 0, -0.00398056, 1, 0, 
22.8984, 0, 0, 0, 0.000902327, 1, 0, 
22.9084, 0, 0, 0, 0.000902327, 1, 0, 
22.9184, 0, 0, 0, -0.000318395, 1, 0, 
22.9283, 0, 0, 0, 0.000902327, 1, 0, 
22.9383, 0, 0, 0, -0.00153912, 1, 0, 
22.9483, 0, 0, 0, -0.00153912, 1, 0, 
22.9583, 0, 0, 0, -0.00275984, 1, 0, 
22.9682, 0, 0, 0, 0.000902327, 1, 0, 
22.9782, 0, 0, 0, 0.000902327, 1, 0, 
22.9882, 0, 0, 0, -0.00520128, 1, 0, 
22.9982, 0, 0, 0, -0.00153912, 1, 0, 
23.0081, 0, 0, 0, -0.00275984, 1, 0, 
23.0181, 0, 0, 0, -0.00153912, 1, 0, 
23.0281, 0, 0, 0, 0.000902327, 1, 0, 
23.038, 0, 0, 0, -0.00398056, 1, 0, 
23.048, 0, 0, 0, 0.00456449, 1, 0, 
23.058, 0, 0, 0, 0.000902327, 1, 0, 
23.068, 0, 0, 0, -0.00153912, 1, 0, 
23.0779, 0, 0, 0, 0.00334377, 1, 0, 
23.0879, 0, 0, 0, -0.00275984, 1, 0, 
23.0979, 0, 0, 0, -0.00275984, 1, 0, 
23.1079, 0, 0, 0, -0.000318395, 1, 0, 
23.1178, 0, 0, 0, -0.00153912, 1, 0, 
23.1278, 0, 0, 0, -0.00153912, 1, 0, 
23.1378, 0, 0, 0, 0.000902327, 1, 0, 
23.1477, 0, 0, 0, -0.00275984, 1, 0, 
23.1577, 0, 0, 0, -0.00153912, 1, 0, 
23.1677, 0, 0, 0, -0.000318395, 1, 0, 
23.1777, 0, 0, 0, -0.000318395, 1, 0, 
23.1876, 0, 0, 0, 0.000902327, 1, 0, 
23.1976, 0, 0, 0, -0.000318395, 1, 0, 
23.2076, 0, 0, 0, -0.00153912, 1, 0, 
23.2176, 0, 0, 0, 0.000902327, 1, 0, 
23.2275, 0, 0, 0, 0.000902327, 1, 0, 
23.2375, 0, 0, 0, 0.000902327, 1, 0, 
23.2475, 0, 0, 0, -0.000318395, 1, 0, 
23.2574, 0, 0, 0, 0.00334377, 1, 0, 
23.2674, 0, 0, 0, 0.000902327, 1, 0, 
23.2774, 0, 0, 0, 0.000902327, 1, 0, 
23.2874, 0, 0, 0, -0.00153912, 1, 0, 
23.2973, 0, 0, 0, -0.00275984, 1, 0, 
23.3073, 0, 0, 0, -0.000318395, 1, 0, 
23.3173, 0, 0, 0, -0.00153912, 1, 0, 
23.3273, 0, 0, 0, -0.00153912, 1, 0, 
23.3372, 0, 0, 0, -0.006422, 1, 0, 
23.3472, 0, 0, 0, 0.00212305, 1, 0, 
23.3572, 0, 0, 0, -0.00153912, 1, 0, 
23.3671, 0, 0, 0, -0.000318395, 1, 0, 
23.3771, 0, 0, 0, -0.00153912, 1, 0, 
23.3871, 0, 0, 0, -0.00153912, 1, 0, 
23.3971, 0, 0, 0, -0.00153912, 1, 0, 
23.407, 0, 0, 0, -0.00153912, 1, 0, 
23.417, 0, 0, 0, 0.000902327, 1, 0, 
23.427, 0, 0, 0, 0.000902327, 1, 0, 
23.437, 0, 0, 0, -0.00275984, 1, 0, 
23.4469, 0, 0, 0, -0.00153912, 1, 0, 
23.4569, 0, 0, 0, -0.000318395, 1, 0, 
23.4669, 0, 0, 0, 0.000902327, 1, 0, 
23.4768, 0, 0, 0, -0.00520128, 1, 0, 
23.4868, 0, 0, 0, -0.000318395, 1, 0, 
23.4968, 0, 0, 0, -0.00275984, 1, 0, 
23.5068, 0, 0, 0, -0.00275984, 1, 0, 
23.5167, 0, 0, 0, -0.00398056, 1, 0, 
23.5267, 0, 0, 0, 0.000902327, 1, 0, 
23.5367, 0, 0, 0, -0.00153912, 1, 0, 
23.5467, 0, 0, 0, 0.00212305, 1, 0, 
23.5566, 0, 0, 0, 0.00212305, 1, 0, 
23.5666, 0, 0, 0, 0.000902327, 1, 0, 
23.5766, 0, 0, 0, 0.000902327, 1, 0, 
23.5865, 0, 0, 0, -0.00153912, 1, 0, 
23.5965, 0, 0, 0, -0.00153912, 1, 0, 
23.6065, 0, 0, 0, -0.000318395, 1, 0, 
23.6165, 0, 0, 0, -0.00153912, 1, 0, 
23.6264, 0, 0, 0, 0.00334377, 1, 0, 
23.6364, 0, 0, 0, -0.00275984, 1, 0, 
23.6464, 0, 0, 0, 0.000902327, 1, 0, 
23.6564, 0, 0, 0, -0.000318395, 1, 0, 
23.6663, 0, 0, 0, 0.00212305, 1, 0, 
23.6763, 0, 0, 0, -0.000318395, 1, 0, 
