Time [sec], Input Angle [rad], Input Speed [rpm], Input Voltage [V], Output Torque [Nm], Brake Torque [Nm], Efficiency [%], 
4.30603, 0, 0, 4.30603, 0.204471, 1, 0, 
4.316, 0, 0, 4.316, 0.205692, 1, 0, 
4.32597, 0, 0, 4.32597, 0.202029, 1, 0, 
4.33594, 0, 0, 4.33594, 0.205692, 1, 0, 
4.34592, 0, 0, 4.34592, 0.205692, 1, 0, 
4.35589, 0, 0, 4.35589, 0.20325, 1, 0, 
4.36586, 0, 0, 4.36586, 0.205692, 1, 0, 
4.37583, 0, 0, 4.37583, 0.204471, 1, 0, 
4.3858, 0, 0, 4.3858, 0.205692, 1, 0, 
4.39578, 0, 0, 4.39578, 0.208133, 1, 0, 
4.40575, 0, 0, 4.40575, 0.209354, 1, 0, 
4.41572, 0, 0, 4.41572, 0.209354, 1, 0, 
4.42569, 0, 0, 4.42569, 0.206912, 1, 0, 
4.43566, 0, 0, 4.43566, 0.204471, 1, 0, 
4.44564, 0, 0, 4.44564, 0.206912, 1, 0, 
4.45561, 0, 0, 4.45561, 0.209354, 1, 0, 
4.46558, 0, 0, 4.46558, 0.208133, 1, 0, 
4.47556, 0, 0, 4.47556, 0.209354, 1, 0, 
4.48553, 0, 0, 4.48553, 0.205692, 1, 0, 
4.4955, 0, 0, 4.4955, 0.205692, 1, 0, 
4.50547, 0, 0, 4.50547, 0.209354, 1, 0, 
4.51544, 0, 0, 4.51544, 0.208133, 1, 0, 
4.52542, 0, 0, 4.52542, 0.208133, 1, 0, 
4.53539, 0, 0, 4.53539, 0.208133, 1, 0, 
4.54536, 0, 0, 4.54536, 0.209354, 1, 0, 
4.55533, 0, 0, 4.55533, 0.211795, 1, 0, 
4.5653, 0, 0, 4.5653, 0.211795, 1, 0, 
4.57528, 0, 0, 4.57528, 0.211795, 1, 0, 
4.58525, 0, 0, 4.58525, 0.210575, 1, 0, 
4.59522, 0, 0, 4.59522, 0.211795, 1, 0, 
4.60519, 0, 0, 4.60519, 0.210575, 1, 0, 
4.61517, 0, 0, 4.61517, 0.213016, 1, 0, 
4.62514, 0, 0, 4.62514, 0.215457, 1, 0, 
4.63511, 0, 0, 4.63511, 0.214237, 1, 0, 
4.64509, 0, 0, 4.64509, 0.216678, 1, 0, 
4.65506, 0, 0, 4.65506, 0.216678, 1, 0, 
4.66503, 0, 0, 4.66503, 0.214237, 1, 0, 
4.675, 0, 0, 4.675, 0.213016, 1, 0, 
4.68497, 0, 0, 4.68497, 0.217899, 1, 0, 
4.69495, 0, 0, 4.69495, 0.214237, 1, 0, 
4.70492, 0, 0, 4.70492, 0.214237, 1, 0, 
4.71489, 0, 0, 4.71489, 0.22034, 1, 0, 
4.72486, 0, 0, 4.72486, 0.214237, 1, 0, 
4.73483, 0, 0, 4.73483, 0.215457, 1, 0, 
4.74481, 0, 0, 4.74481, 0.217899, 1, 0, 
4.75478, 0, 0, 4.75478, 0.215457, 1, 0, 
4.76475, 0, 0, 4.76475, 0.215457, 1, 0, 
4.77472, 0, 0, 4.77472, 0.216678, 1, 0, 
4.7847, 0, 0, 4.7847, 0.216678, 1, 0, 
4.79467, 0, 0, 4.79467, 0.221561, 1, 0, 
4.80464, 0, 0, 4.80464, 0.217899, 1, 0, 
4.81461, 0, 0, 4.81461, 0.221561, 1, 0, 
4.82458, 0, 0, 4.82458, 0.216678, 1, 0, 
4.83456, 0, 0, 4.83456, 0.217899, 1, 0, 
4.84453, 0, 0, 4.84453, 0.217899, 1, 0, 
4.8545, 0, 0, 4.8545, 0.224002, 1, 0, 
4.86447, 0, 0, 4.86447, 0.222782, 1, 0, 
4.87445, 0, 0, 4.87445, 0.21912, 1, 0, 
4.88442, 0, 0, 4.88442, 0.216678, 1, 0, 
4.89439, 0, 0, 4.89439, 0.221561, 1, 0, 
4.90436, 0, 0, 4.90436, 0.225223, 1, 0, 
4.91434, 0, 0, 4.91434, 0.224002, 1, 0, 
4.92431, 0, 0, 4.92431, 0.21912, 1, 0, 
4.93428, 0, 0, 4.93428, 0.22034, 1, 0, 
4.94425, 0, 0, 4.94425, 0.222782, 1, 0, 
4.95422, 0, 0, 4.95422, 0.222782, 1, 0, 
4.9642, 0, 0, 4.9642, 0.22034, 1, 0, 
4.97417, 0, 0, 4.97417, 0.225223, 1, 0, 
4.98414, 0, 0, 4.98414, 0.221561, 1, 0, 
4.99411, 0, 0, 4.99411, 0.221561, 1, 0, 
5.00409, 0, 0, 4.99591, 0.221561, 1, 0, 
5.01406, 0, 0, 4.98594, 0.222782, 1, 0, 
5.02403, 0, 0, 4.97597, 0.222782, 1, 0, 
5.034, 0, 0, 4.966, 0.222782, 1, 0, 
5.04397, 0, 0, 4.95603, 0.224002, 1, 0, 
5.05395, 0, 0, 4.94605, 0.217899, 1, 0, 
5.06392, 0, 0, 4.93608, 0.22034, 1, 0, 
5.07389, 0, 0, 4.92611, 0.222782, 1, 0, 
5.08386, 0, 0, 4.91614, 0.22034, 1, 0, 
5.09384, 0, 0, 4.90616, 0.221561, 1, 0, 
5.10381, 0, 0, 4.89619, 0.21912, 1, 0, 
5.11378, 0, 0, 4.88622, 0.222782, 1, 0, 
5.12375, 0, 0, 4.87625, 0.21912, 1, 0, 
5.13373, 0, 0, 4.86627, 0.216678, 1, 0, 
5.1437, 0, 0, 4.8563, 0.22034, 1, 0, 
5.15367, 0, 0, 4.84633, 0.22034, 1, 0, 
5.16364, 0, 0, 4.83636, 0.216678, 1, 0, 
5.17361, 0, 0, 4.82639, 0.217899, 1, 0, 
5.18359, 0, 0, 4.81641, 0.221561, 1, 0, 
5.19356, 0, 0, 4.80644, 0.216678, 1, 0, 
5.20353, 0, 0, 4.79647, 0.215457, 1, 0, 
5.2135, 0, 0, 4.7865, 0.217899, 1, 0, 
5.22348, 0, 0, 4.77652, 0.215457, 1, 0, 
5.23345, 0, 0, 4.76655, 0.215457, 1, 0, 
5.24342, 0, 0, 4.75658, 0.215457, 1, 0, 
5.25339, 0, 0, 4.74661, 0.217899, 1, 0, 
5.26336, 0, 0, 4.73664, 0.215457, 1, 0, 
5.27334, 0, 0, 4.72666, 0.216678, 1, 0, 
5.28331, 0, 0, 4.71669, 0.210575, 1, 0, 
5.29328, 0, 0, 4.70672, 0.217899, 1, 0, 
5.30325, 0, 0, 4.69675, 0.213016, 1, 0, 
5.31323, 0, 0, 4.68677, 0.211795, 1, 0, 
5.3232, 0, 0, 4.6768, 0.211795, 1, 0, 
5.33317, 0, 0, 4.66683, 0.211795, 1, 0, 
5.34314, 0, 0, 4.65686, 0.210575, 1, 0, 
5.35311, 0, 0, 4.64689, 0.213016, 1, 0, 
5.36309, 0, 0, 4.63691, 0.210575, 1, 0, 
5.37306, 0, 0, 4.62694, 0.216678, 1, 0, 
5.38303, 0, 0, 4.61697, 0.215457, 1, 0, 
5.393, 0, 0, 4.607, 0.213016, 1, 0, 
5.40298, 0, 0, 4.59702, 0.213016, 1, 0, 
5.41295, 0, 0, 4.58705, 0.214237, 1, 0, 
5.42292, 0, 0, 4.57708, 0.213016, 1, 0, 
5.43289, 0, 0, 4.56711, 0.211795, 1, 0, 
5.44286, 0, 0, 4.55714, 0.215457, 1, 0, 
5.45284, 0, 0, 4.54716, 0.215457, 1, 0, 
5.46281, 0, 0, 4.53719, 0.209354, 1, 0, 
5.47278, 0, 0, 4.52722, 0.211795, 1, 0, 
5.48275, 0, 0, 4.51725, 0.210575, 1, 0, 
5.49273, 0, 0, 4.50727, 0.209354, 1, 0, 
5.5027, 0, 0, 4.4973, 0.205692, 1, 0, 
5.51267, 0, 0, 4.48733, 0.208133, 1, 0, 
5.52264, 0, 0, 4.47736, 0.205692, 1, 0, 
5.53262, 0, 0, 4.46738, 0.206912, 1, 0, 
5.54259, 0, 0, 4.45741, 0.205692, 1, 0, 
5.55256, 0, 0, 4.44744, 0.211795, 1, 0, 
5.56253, 0, 0, 4.43747, 0.205692, 1, 0, 
5.5725, 0, 0, 4.4275, 0.206912, 1, 0, 
5.58248, 0, 0, 4.41752, 0.208133, 1, 0, 
5.59245, 0, 0, 4.40755, 0.208133, 1, 0, 
5.60242, 0, 0, 4.39758, 0.206912, 1, 0, 
5.61239, 0, 0, 4.38761, 0.210575, 1, 0, 
5.62237, 0, 0, 4.37763, 0.206912, 1, 0, 
5.63234, 0, 0, 4.36766, 0.204471, 1, 0, 
5.64231, 0, 0, 4.35769, 0.206912, 1, 0, 
5.65228, 0, 0, 4.34772, 0.205692, 1, 0, 
5.66225, 0, 0, 4.33775, 0.204471, 1, 0, 
5.67223, 0, 0, 4.32777, 0.206912, 1, 0, 
5.6822, 0, 0, 4.3178, 0.205692, 1, 0, 
5.69217, 0, 0, 4.30783, 0.198367, 1, 0, 
5.70214, 0, 0, 4.29786, 0.205692, 1, 0, 
5.71212, 0, 0, 4.28788, 0.205692, 1, 0, 
5.72209, 0, 0, 4.27791, 0.205692, 1, 0, 
5.73206, 0, 0, 4.26794, 0.200809, 1, 0, 
5.74203, 0, 0, 4.25797, 0.20325, 1, 0, 
5.75201, 0, 0, 4.24799, 0.20325, 1, 0, 
5.76198, 0, 0, 4.23802, 0.202029, 1, 0, 
5.77195, 0, 0, 4.22805, 0.205692, 1, 0, 
5.78192, 0, 0, 4.21808, 0.200809, 1, 0, 
5.79189, 0, 0, 4.20811, 0.199588, 1, 0, 
5.80187, 0, 0, 4.19813, 0.199588, 1, 0, 
5.81184, 0, 0, 4.18816, 0.202029, 1, 0, 
5.82181, 0, 0, 4.17819, 0.200809, 1, 0, 
5.83178, 0, 0, 4.16822, 0.200809, 1, 0, 
5.84176, 0, 0, 4.15824, 0.200809, 1, 0, 
5.85173, 0, 0, 4.14827, 0.20325, 1, 0, 
5.8617, 0, 0, 4.1383, 0.200809, 1, 0, 
5.87167, 0, 0, 4.12833, 0.198367, 1, 0, 
5.88164, 0, 0, 4.11836, 0.199588, 1, 0, 
5.89162, 0, 0, 4.10838, 0.202029, 1, 0, 
5.90159, 0, 0, 4.09841, 0.197147, 1, 0, 
5.91156, 0, 0, 4.08844, 0.199588, 1, 0, 
5.92153, 0, 0, 4.07847, 0.197147, 1, 0, 
5.93151, 0, 0, 4.06849, 0.198367, 1, 0, 
5.94148, 0, 0, 4.05852, 0.198367, 1, 0, 
5.95145, 0, 0, 4.04855, 0.198367, 1, 0, 
5.96142, 0, 0, 4.03858, 0.197147, 1, 0, 
5.9714, 0, 0, 4.0286, 0.200809, 1, 0, 
5.98137, 0, 0, 4.01863, 0.197147, 1, 0, 
5.99134, 0, 0, 4.00866, 0.197147, 1, 0, 
6.00131, 0, 0, 3.99869, 0.197147, 1, 0, 
6.01128, 0, 0, 3.98872, 0.199588, 1, 0, 
6.02126, 0, 0, 3.97874, 0.198367, 1, 0, 
6.03123, 0, 0, 3.96877, 0.200809, 1, 0, 
6.0412, 0, 0, 3.9588, 0.198367, 1, 0, 
6.05117, 0, 0, 3.94883, 0.198367, 1, 0, 
6.06115, 0, 0, 3.93885, 0.197147, 1, 0, 
6.07112, 0, 0, 3.92888, 0.193484, 1, 0, 
6.08109, 0, 0, 3.91891, 0.192264, 1, 0, 
6.09106, 0, 0, 3.90894, 0.195926, 1, 0, 
6.10103, 0, 0, 3.89897, 0.194705, 1, 0, 
6.11101, 0, 0, 3.88899, 0.193484, 1, 0, 
6.12098, 0, 0, 3.87902, 0.194705, 1, 0, 
6.13095, 0, 0, 3.86905, 0.195926, 1, 0, 
6.14092, 0, 0, 3.85908, 0.189822, 1, 0, 
6.1509, 0, 0, 3.8491, 0.193484, 1, 0, 
6.16087, 0, 0, 3.83913, 0.192264, 1, 0, 
6.17084, 0, 0, 3.82916, 0.191043, 1, 0, 
6.18081, 0, 0, 3.81919, 0.192264, 1, 0, 
6.19079, 0, 0, 3.80921, 0.187381, 1, 0, 
6.20076, 0, 0, 3.79924, 0.192264, 1, 0, 
6.21073, 0, 0, 3.78927, 0.191043, 1, 0, 
6.2207, 0, 0, 3.7793, 0.189822, 1, 0, 
6.23067, 0, 0, 3.76933, 0.192264, 1, 0, 
6.24065, 0, 0, 3.75935, 0.187381, 1, 0, 
6.25062, 0, 0, 3.74938, 0.189822, 1, 0, 
6.26059, 0, 0, 3.73941, 0.188602, 1, 0, 
6.27056, 0, 0, 3.72944, 0.188602, 1, 0, 
6.28054, 0, 0, 3.71946, 0.189822, 1, 0, 
6.29051, 0, 0, 3.70949, 0.188602, 1, 0, 
6.30048, 0, 0, 3.69952, 0.18616, 1, 0, 
6.31045, 0, 0, 3.68955, 0.187381, 1, 0, 
6.32042, 0, 0, 3.67958, 0.184939, 1, 0, 
6.3304, 0, 0, 3.6696, 0.189822, 1, 0, 
6.34037, 0, 0, 3.65963, 0.187381, 1, 0, 
6.35034, 0, 0, 3.64966, 0.189822, 1, 0, 
6.36031, 0, 0, 3.63969, 0.184939, 1, 0, 
6.37029, 0, 0, 3.62971, 0.187381, 1, 0, 
6.38026, 0, 0, 3.61974, 0.182498, 1, 0, 
6.39023, 0, 0, 3.60977, 0.18616, 1, 0, 
6.4002, 0, 0, 3.5998, 0.184939, 1, 0, 
6.41018, 0, 0, 3.58982, 0.184939, 1, 0, 
6.42015, 0, 0, 3.57985, 0.182498, 1, 0, 
6.43012, 0, 0, 3.56988, 0.184939, 1, 0, 
6.44009, 0, 0, 3.55991, 0.18616, 1, 0, 
6.45006, 0, 0, 3.54994, 0.183719, 1, 0, 
6.46004, 0, 0, 3.53996, 0.184939, 1, 0, 
6.47001, 0, 0, 3.52999, 0.181277, 1, 0, 
6.47998, 0, 0, 3.52002, 0.18616, 1, 0, 
6.48995, 0, 0, 3.51005, 0.181277, 1, 0, 
6.49992, 0, 0, 3.50008, 0.184939, 1, 0, 
6.5099, 0, 0, 3.4901, 0.180056, 1, 0, 
6.51987, 0, 0, 3.48013, 0.183719, 1, 0, 
6.52984, 0, 0, 3.47016, 0.181277, 1, 0, 
6.53981, 0, 0, 3.46019, 0.182498, 1, 0, 
6.54979, 0, 0, 3.45021, 0.180056, 1, 0, 
6.55976, 0, 0, 3.44024, 0.183719, 1, 0, 
6.56973, 0, 0, 3.43027, 0.183719, 1, 0, 
6.5797, 0, 0, 3.4203, 0.178836, 1, 0, 
6.58968, 0, 0, 3.41032, 0.181277, 1, 0, 
6.59965, 0, 0, 3.40035, 0.180056, 1, 0, 
6.60962, 0, 0, 3.39038, 0.181277, 1, 0, 
6.61959, 0, 0, 3.38041, 0.178836, 1, 0, 
6.62956, 0, 0, 3.37044, 0.178836, 1, 0, 
6.63954, 0, 0, 3.36046, 0.178836, 1, 0, 
6.64951, 0, 0, 3.35049, 0.181277, 1, 0, 
6.65948, 0, 0, 3.34052, 0.177615, 1, 0, 
6.66945, 0, 0, 3.33055, 0.172732, 1, 0, 
6.67943, 0, 0, 3.32057, 0.180056, 1, 0, 
6.6894, 0, 0, 3.3106, 0.178836, 1, 0, 
6.69937, 0, 0, 3.30063, 0.176394, 1, 0, 
6.70934, 0, 0, 3.29066, 0.178836, 1, 0, 
6.71932, 0, 0, 3.28068, 0.176394, 1, 0, 
6.72929, 0, 0, 3.27071, 0.177615, 1, 0, 
6.73926, 0, 0, 3.26074, 0.180056, 1, 0, 
6.74923, 0, 0, 3.25077, 0.177615, 1, 0, 
6.7592, 0, 0, 3.2408, 0.176394, 1, 0, 
6.76918, 0, 0, 3.23082, 0.176394, 1, 0, 
6.77915, 0, 0, 3.22085, 0.176394, 1, 0, 
6.78912, 0, 0, 3.21088, 0.176394, 1, 0, 
6.79909, 0, 0, 3.20091, 0.175174, 1, 0, 
6.80907, 0, 0, 3.19093, 0.176394, 1, 0, 
6.81904, 0, 0, 3.18096, 0.176394, 1, 0, 
6.82901, 0, 0, 3.17099, 0.177615, 1, 0, 
6.83898, 0, 0, 3.16102, 0.177615, 1, 0, 
6.84895, 0, 0, 3.15105, 0.175174, 1, 0, 
6.85893, 0, 0, 3.14107, 0.172732, 1, 0, 
6.8689, 0, 0, 3.1311, 0.171511, 1, 0, 
6.87887, 0, 0, 3.12113, 0.173953, 1, 0, 
6.88884, 0, 0, 3.11116, 0.176394, 1, 0, 
6.89882, 0, 0, 3.10118, 0.176394, 1, 0, 
6.90879, 0, 0, 3.09121, 0.171511, 1, 0, 
6.91876, 0, 0, 3.08124, 0.170291, 1, 0, 
6.92873, 0, 0, 3.07127, 0.171511, 1, 0, 
6.9387, 0, 0, 3.0613, 0.172732, 1, 0, 
6.94868, 0, 0, 3.05132, 0.167849, 1, 0, 
6.95865, 0, 0, 3.04135, 0.171511, 1, 0, 
6.96862, 0, 0, 3.03138, 0.171511, 1, 0, 
6.97859, 0, 0, 3.02141, 0.16907, 1, 0, 
6.98857, 0, 0, 3.01143, 0.167849, 1, 0, 
6.99854, 0, 0, 3.00146, 0.16907, 1, 0, 
7.00851, 0, 0, 2.99149, 0.166629, 1, 0, 
7.01848, 0, 0, 2.98152, 0.16907, 1, 0, 
7.02845, 0, 0, 2.97155, 0.170291, 1, 0, 
7.03843, 0, 0, 2.96157, 0.16907, 1, 0, 
7.0484, 0, 0, 2.9516, 0.16907, 1, 0, 
7.05837, 0, 0, 2.94163, 0.167849, 1, 0, 
7.06834, 0, 0, 2.93166, 0.167849, 1, 0, 
7.07832, 0, 0, 2.92168, 0.16907, 1, 0, 
7.08829, 0, 0, 2.91171, 0.170291, 1, 0, 
7.09826, 0, 0, 2.90174, 0.166629, 1, 0, 
7.10823, 0, 0, 2.89177, 0.166629, 1, 0, 
7.11821, 0, 0, 2.88179, 0.166629, 1, 0, 
7.12818, 0, 0, 2.87182, 0.165408, 1, 0, 
7.13815, 0, 0, 2.86185, 0.166629, 1, 0, 
7.14812, 0, 0, 2.85188, 0.164187, 1, 0, 
7.15809, 0, 0, 2.84191, 0.166629, 1, 0, 
7.16807, 0, 0, 2.83193, 0.166629, 1, 0, 
7.17804, 0, 0, 2.82196, 0.166629, 1, 0, 
7.18801, 0, 0, 2.81199, 0.165408, 1, 0, 
7.19798, 0, 0, 2.80202, 0.162966, 1, 0, 
7.20796, 0, 0, 2.79204, 0.165408, 1, 0, 
7.21793, 0, 0, 2.78207, 0.164187, 1, 0, 
7.2279, 0, 0, 2.7721, 0.164187, 1, 0, 
7.23787, 0, 0, 2.76213, 0.162966, 1, 0, 
7.24785, 0, 0, 2.75215, 0.159304, 1, 0, 
7.25782, 0, 0, 2.74218, 0.164187, 1, 0, 
7.26779, 0, 0, 2.73221, 0.162966, 1, 0, 
7.27776, 0, 0, 2.72224, 0.164187, 1, 0, 
7.28773, 0, 0, 2.71227, 0.160525, 1, 0, 
7.29771, 0, 0, 2.70229, 0.159304, 1, 0, 
7.30768, 0, 0, 2.69232, 0.161746, 1, 0, 
7.31765, 0, 0, 2.68235, 0.159304, 1, 0, 
7.32762, 0, 0, 2.67238, 0.162966, 1, 0, 
7.3376, 0, 0, 2.6624, 0.164187, 1, 0, 
7.34757, 0, 0, 2.65243, 0.161746, 1, 0, 
7.35754, 0, 0, 2.64246, 0.160525, 1, 0, 
7.36751, 0, 0, 2.63249, 0.161746, 1, 0, 
7.37748, 0, 0, 2.62252, 0.161746, 1, 0, 
7.38746, 0, 0, 2.61254, 0.158083, 1, 0, 
7.39743, 0, 0, 2.60257, 0.155642, 1, 0, 
7.4074, 0, 0, 2.5926, 0.160525, 1, 0, 
7.41737, 0, 0, 2.58263, 0.161746, 1, 0, 
7.42735, 0, 0, 2.57265, 0.154421, 1, 0, 
7.43732, 0, 0, 2.56268, 0.158083, 1, 0, 
7.44729, 0, 0, 2.55271, 0.158083, 1, 0, 
7.45726, 0, 0, 2.54274, 0.154421, 1, 0, 
7.46724, 0, 0, 2.53276, 0.156863, 1, 0, 
7.47721, 0, 0, 2.52279, 0.158083, 1, 0, 
7.48718, 0, 0, 2.51282, 0.158083, 1, 0, 
7.49715, 0, 0, 2.50285, 0.153201, 1, 0, 
7.50712, 0, 0, 2.49288, 0.158083, 1, 0, 
7.5171, 0, 0, 2.4829, 0.158083, 1, 0, 
7.52707, 0, 0, 2.47293, 0.158083, 1, 0, 
7.53704, 0, 0, 2.46296, 0.153201, 1, 0, 
7.54701, 0, 0, 2.45299, 0.154421, 1, 0, 
7.55699, 0, 0, 2.44301, 0.155642, 1, 0, 
7.56696, 0, 0, 2.43304, 0.153201, 1, 0, 
7.57693, 0, 0, 2.42307, 0.159304, 1, 0, 
7.5869, 0, 0, 2.4131, 0.154421, 1, 0, 
7.59687, 0, 0, 2.40313, 0.150759, 1, 0, 
7.60685, 0, 0, 2.39315, 0.150759, 1, 0, 
7.61682, 0, 0, 2.38318, 0.153201, 1, 0, 
7.62679, 0, 0, 2.37321, 0.153201, 1, 0, 
7.63676, 0, 0, 2.36324, 0.15198, 1, 0, 
7.64674, 0, 0, 2.35326, 0.150759, 1, 0, 
7.65671, 0, 0, 2.34329, 0.150759, 1, 0, 
7.66668, 0, 0, 2.33332, 0.153201, 1, 0, 
7.67665, 0, 0, 2.32335, 0.154421, 1, 0, 
7.68662, 0, 0, 2.31338, 0.154421, 1, 0, 
7.6966, 0, 0, 2.3034, 0.150759, 1, 0, 
7.70657, 0, 0, 2.29343, 0.153201, 1, 0, 
7.71654, 0, 0, 2.28346, 0.149538, 1, 0, 
7.72651, 0, 0, 2.27349, 0.153201, 1, 0, 
7.73649, 0, 0, 2.26351, 0.148318, 1, 0, 
7.74646, 0, 0, 2.25354, 0.148318, 1, 0, 
7.75643, 0, 0, 2.24357, 0.148318, 1, 0, 
7.7664, 0, 0, 2.2336, 0.155642, 1, 0, 
7.77637, 0, 0, 2.22363, 0.149538, 1, 0, 
7.78635, 0, 0, 2.21365, 0.147097, 1, 0, 
7.79632, 0, 0, 2.20368, 0.149538, 1, 0, 
7.80629, 0, 0, 2.19371, 0.148318, 1, 0, 
7.81626, 0, 0, 2.18374, 0.148318, 1, 0, 
7.82624, 0, 0, 2.17376, 0.148318, 1, 0, 
7.83621, 0, 0, 2.16379, 0.148318, 1, 0, 
7.84618, 0, 0, 2.15382, 0.148318, 1, 0, 
7.85615, 0, 0, 2.14385, 0.149538, 1, 0, 
7.86613, 0, 0, 2.13387, 0.148318, 1, 0, 
7.8761, 0, 0, 2.1239, 0.147097, 1, 0, 
7.88607, 0, 0, 2.11393, 0.148318, 1, 0, 
7.89604, 0, 0, 2.10396, 0.143435, 1, 0, 
7.90602, 0, 0, 2.09398, 0.147097, 1, 0, 
7.91599, 0, 0, 2.08401, 0.144656, 1, 0, 
7.92596, 0, 0, 2.07404, 0.145876, 1, 0, 
7.93593, 0, 0, 2.06407, 0.144656, 1, 0, 
7.9459, 0, 0, 2.0541, 0.145876, 1, 0, 
7.95588, 0, 0, 2.04412, 0.138552, 1, 0, 
7.96585, 0, 0, 2.03415, 0.145876, 1, 0, 
7.97582, 0, 0, 2.02418, 0.143435, 1, 0, 
7.98579, 0, 0, 2.01421, 0.142214, 1, 0, 
7.99576, 0, 0, 2.00424, 0.143435, 1, 0, 
8.00574, 0, 0, 1.99426, 0.139773, 1, 0, 
8.01571, 0, 0, 1.98429, 0.138552, 1, 0, 
8.02568, 0, 0, 1.97432, 0.13611, 1, 0, 
8.03565, 0, 0, 1.96435, 0.138552, 1, 0, 
8.04563, 0, 0, 1.95437, 0.139773, 1, 0, 
8.0556, 0, 0, 1.9444, 0.142214, 1, 0, 
8.06557, 0, 0, 1.93443, 0.142214, 1, 0, 
8.07554, 0, 0, 1.92446, 0.138552, 1, 0, 
8.08552, 0, 0, 1.91448, 0.139773, 1, 0, 
8.09549, 0, 0, 1.90451, 0.140993, 1, 0, 
8.10546, 0, 0, 1.89454, 0.144656, 1, 0, 
8.11543, 0, 0, 1.88457, 0.138552, 1, 0, 
8.1254, 0, 0, 1.8746, 0.13611, 1, 0, 
8.13538, 0, 0, 1.86462, 0.13611, 1, 0, 
8.14535, 0, 0, 1.85465, 0.13489, 1, 0, 
8.15532, 0, 0, 1.84468, 0.139773, 1, 0, 
8.16529, 0, 0, 1.83471, 0.137331, 1, 0, 
8.17527, 0, 0, 1.82473, 0.13611, 1, 0, 
8.18524, 0, 0, 1.81476, 0.138552, 1, 0, 
8.19521, 0, 0, 1.80479, 0.138552, 1, 0, 
8.20518, 0, 0, 1.79482, 0.138552, 1, 0, 
8.21515, 0, 0, 1.78485, 0.139773, 1, 0, 
8.22513, 0, 0, 1.77487, 0.133669, 1, 0, 
8.2351, 0, 0, 1.7649, 0.133669, 1, 0, 
8.24507, 0, 0, 1.75493, 0.13489, 1, 0, 
8.25504, 0, 0, 1.74496, 0.133669, 1, 0, 
8.26502, 0, 0, 1.73498, 0.133669, 1, 0, 
8.27499, 0, 0, 1.72501, 0.13489, 1, 0, 
8.28496, 0, 0, 1.71504, 0.13611, 1, 0, 
8.29493, 0, 0, 1.70507, 0.130007, 1, 0, 
8.30491, 0, 0, 1.69509, 0.133669, 1, 0, 
8.31488, 0, 0, 1.68512, 0.133669, 1, 0, 
8.32485, 0, 0, 1.67515, 0.13489, 1, 0, 
8.33482, 0, 0, 1.66518, 0.133669, 1, 0, 
8.34479, 0, 0, 1.65521, 0.131228, 1, 0, 
8.35477, 0, 0, 1.64523, 0.133669, 1, 0, 
8.36474, 0, 0, 1.63526, 0.133669, 1, 0, 
8.37471, 0, 0, 1.62529, 0.131228, 1, 0, 
8.38468, 0, 0, 1.61532, 0.132448, 1, 0, 
8.39466, 0, 0, 1.60534, 0.13611, 1, 0, 
8.40463, 0, 0, 1.59537, 0.130007, 1, 0, 
8.4146, 0, 0, 1.5854, 0.128786, 1, 0, 
8.42457, 0, 0, 1.57543, 0.131228, 1, 0, 
8.43454, 0, 0, 1.56546, 0.127565, 1, 0, 
8.44452, 0, 0, 1.55548, 0.130007, 1, 0, 
8.45449, 0, 0, 1.54551, 0.127565, 1, 0, 
8.46446, 0, 0, 1.53554, 0.123903, 1, 0, 
8.47443, 0, 0, 1.52557, 0.128786, 1, 0, 
8.48441, 0, 0, 1.51559, 0.130007, 1, 0, 
8.49438, 0, 0, 1.50562, 0.128786, 1, 0, 
8.50435, 0, 0, 1.49565, 0.128786, 1, 0, 
8.51432, 0, 0, 1.48568, 0.127565, 1, 0, 
8.5243, 0, 0, 1.4757, 0.127565, 1, 0, 
8.53427, 0, 0, 1.46573, 0.128786, 1, 0, 
8.54424, 0, 0, 1.45576, 0.128786, 1, 0, 
8.55421, 0, 0, 1.44579, 0.127565, 1, 0, 
8.56418, 0, 0, 1.43582, 0.127565, 1, 0, 
8.57416, 0, 0, 1.42584, 0.125124, 1, 0, 
8.58413, 0, 0, 1.41587, 0.127565, 1, 0, 
8.5941, 0, 0, 1.4059, 0.127565, 1, 0, 
8.60407, 0, 0, 1.39593, 0.127565, 1, 0, 
8.61405, 0, 0, 1.38595, 0.127565, 1, 0, 
8.62402, 0, 0, 1.37598, 0.123903, 1, 0, 
8.63399, 0, 0, 1.36601, 0.122683, 1, 0, 
8.64396, 0, 0, 1.35604, 0.123903, 1, 0, 
8.65393, 0, 0, 1.34607, 0.122683, 1, 0, 
8.66391, 0, 0, 1.33609, 0.125124, 1, 0, 
8.67388, 0, 0, 1.32612, 0.120241, 1, 0, 
8.68385, 0, 0, 1.31615, 0.122683, 1, 0, 
8.69382, 0, 0, 1.30618, 0.122683, 1, 0, 
8.7038, 0, 0, 1.2962, 0.122683, 1, 0, 
8.71377, 0, 0, 1.28623, 0.125124, 1, 0, 
8.72374, 0, 0, 1.27626, 0.120241, 1, 0, 
8.73371, 0, 0, 1.26629, 0.121462, 1, 0, 
8.74369, 0, 0, 1.25631, 0.122683, 1, 0, 
8.75366, 0, 0, 1.24634, 0.122683, 1, 0, 
8.76363, 0, 0, 1.23637, 0.122683, 1, 0, 
8.7736, 0, 0, 1.2264, 0.120241, 1, 0, 
