Time [sec], Input Angle [rad], Input Speed [rpm], Input Torque [Nm], Output Torque [Nm], Brake Torque [Nm], Efficiency [%], 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 
0.00190695, 0, 0, 5.57301e-05, 0.00310594, 0.1, 40.0947, 
0.0118805, 0, 0, 0.000195875, 0.000664492, 0.1, 2.4406, 
0.0218575, 0, 0, 0.000354866, -0.000556229, 0.1, -1.12765, 
0.0318302, 0, 0, 0.000532498, -0.000556229, 0.1, -0.751487, 
0.0418054, 0, 0, 0.000728951, -0.000556229, 0.1, -0.548961, 
0.0517808, 0, 0, 0.00094416, 0.00432666, 0.1, 3.2968, 
0.0617542, 0, 0, 0.00117808, 0.00310594, 0.1, 1.89672, 
0.07173, 0, 0, 0.00143082, -0.000556229, 0.1, -0.279676, 
0.0817049, 0, 0, 0.00170231, 0.00310594, 0.1, 1.31262, 
0.0916796, 0, 0, 0.00199252, -0.000556229, 0.1, -0.200834, 
0.101654, 0, 0, 0.00230146, 0.000664492, 0.1, 0.207717, 
0.111628, 0, 0, 0.00262916, 0.00310594, 0.1, 0.849885, 
0.121603, 0.0015708, 0, 0.00297089, 0.00188521, 0.1, 0.456519, 
0.131578, 0.00314159, 0, 0.00333158, -0.00177695, 0.1, -0.383716, 
0.141554, 0.00628319, 0, 0.00370618, -0.000556229, 0.1, -0.107972, 
0.151527, 0.0141372, 0, 0.0040852, -0.00299767, 0.1, -0.527905, 
0.161503, 0.0361283, 22.5682, 0.00396812, -0.00299767, 0.1, -0.543481, 
0.171477, 0.0486947, 7.51421, 0.00468596, 0.00188521, 0.1, 0.289432, 
0.181455, 0.0628319, 7.56994, 0.00510151, -0.00177695, 0.1, -0.250589, 
0.191427, 0.0816814, 22.5349, 0.0052092, 0.000664492, 0.1, 0.0917707, 
0.201402, 0.105243, 15.1621, 0.00578949, -0.000556229, 0.1, -0.0691192, 
0.211377, 0.135088, 37.8809, 0.00573934, 0.000664492, 0.1, 0.0832939, 
0.221351, 0.19635, 75.1912, 0.00530818, 0.000664492, 0.1, 0.0900596, 
0.231326, 0.303164, 75.3058, 0.00553803, -0.0359572, 0.1, -4.67105, 
0.241301, 0.340863, 30.1177, 0.0069429, -0.0457229, 0.1, -4.73782, 
0.251275, 0.372279, 22.5656, 0.00759707, -0.0518265, 0.1, -4.90785, 
0.26125, 0.417832, 52.585, 0.00744083, -0.0420608, 0.1, -4.06669, 
0.271226, 0.461814, 37.5121, 0.00825243, -0.0445022, 0.1, -3.87958, 
0.2812, 0.507367, 37.6114, 0.00876016, -0.0445022, 0.1, -3.65473, 
0.291174, 0.556062, 37.5766, 0.00928007, -0.0445022, 0.1, -3.44997, 
0.301149, 0.612611, 67.7717, 0.00916198, -0.0481644, 0.1, -3.782, 
0.311125, 0.716283, 135.386, 0.00813775, -0.0518265, 0.1, -4.58177, 
0.3211, 0.890642, 180.596, 0.00738935, -0.0445022, 0.1, -4.33272, 
0.331073, 1.06814, 165.33, 0.00791687, -0.0445022, 0.1, -4.04402, 
0.341048, 1.26763, 203.312, 0.00728193, -0.0469437, 0.1, -4.63784, 
0.351023, 1.49697, 218.156, 0.00706099, -0.0383986, 0.1, -3.91233, 
0.360998, 1.73887, 203.309, 0.00744276, -0.0445022, 0.1, -4.30163, 
0.370975, 1.91166, 134.795, 0.00917561, -0.0493851, 0.1, -3.8721, 
0.380947, 2.04518, 143.172, 0.00943276, -0.0420608, 0.1, -3.20792, 
0.390922, 2.22268, 187.922, 0.00881596, -0.0445022, 0.1, -3.63159, 
0.400898, 2.43631, 202.848, 0.00873424, -0.0457229, 0.1, -3.76612, 
0.410871, 2.63894, 210.377, 0.00885886, -0.054268, 0.1, -4.40708, 
0.420847, 2.90597, 285.673, 0.00738988, -0.0506058, 0.1, -4.92661, 
0.430821, 3.22642, 285.777, 0.0073541, -0.0469437, 0.1, -4.59233, 
0.440797, 3.47303, 233.264, 0.00866088, -0.0579302, 0.1, -4.81202, 
0.450772, 3.69294, 202.923, 0.00960206, -0.0469437, 0.1, -3.51721, 
0.460745, 3.87515, 179.689, 0.010527, -0.0554887, 0.1, -3.79216, 
0.470723, 4.10449, 224.439, 0.00990465, -0.0469437, 0.1, -3.40975, 
0.480694, 4.33697, 212.445, 0.0104788, -0.0469437, 0.1, -3.22292, 
0.490671, 4.60872, 293.348, 0.00901014, -0.0371779, 0.1, -2.96851, 
0.500645, 4.81763, 135.853, 0.012741, -0.0445022, 0.1, -2.51284, 
0.51062, 4.95429, 90.4604, 0.0143597, -0.0420608, 0.1, -2.10726, 
0.520594, 4.98571, 7.52102, 0.0170987, -0.0445022, 0.1, -1.87242, 
0.53057, 5.0077, 30.0574, 0.0176765, -0.0457229, 0.1, -1.8609, 
0.540544, 5.0454, 52.6961, 0.0182232, -0.0506058, 0.1, -1.99784, 
0.55052, 5.1585, 157.848, 0.0168347, -0.0591509, 0.1, -2.52778, 
0.560492, 5.48208, 391.679, 0.012138, -0.0518265, 0.1, -3.07178, 
0.570468, 5.92661, 435.374, 0.01108, -0.0591509, 0.1, -3.84065, 
0.580443, 6.401, 474.115, 0.0100544, -0.04084, 0.1, -2.92223, 
0.590417, 6.9115, 421.339, 0.0108563, -0.0457229, 0.1, -3.02996, 
0.600392, 7.43929, 458.898, 0.00973291, -0.0359572, 0.1, -2.65783, 
0.610368, 8.01734, 502.988, 0.00834114, -0.0298536, 0.1, -2.57487, 
0.620342, 8.54513, 437.936, 0.00940434, -0.0383986, 0.1, -2.93746, 
0.630316, 9.03208, 435.733, 0.00929267, -0.0383986, 0.1, -2.97276, 
0.640291, 9.54259, 488.403, 0.00797952, -0.0310743, 0.1, -2.80162, 
0.650266, 10.017, 400.101, 0.00974633, -0.0396193, 0.1, -2.9245, 
0.66024, 10.4128, 383.771, 0.0102595, -0.0371779, 0.1, -2.60701, 
0.670216, 10.7992, 360.645, 0.0109629, -0.0383986, 0.1, -2.51985, 
0.68019, 11.1228, 271.821, 0.013249, -0.0469437, 0.1, -2.54906, 
0.690164, 11.4197, 248.457, 0.0142634, -0.0420608, 0.1, -2.12149, 
0.70014, 11.7401, 345.586, 0.012702, -0.0469437, 0.1, -2.65883, 
0.710115, 12.1093, 382.761, 0.0122691, -0.0640338, 0.1, -3.75474, 
0.720093, 12.5664, 502.463, 0.00986317, -0.0676959, 0.1, -4.93777, 
0.730065, 13.0894, 510.15, 0.00962321, -0.0676959, 0.1, -5.0609, 
0.740039, 13.6534, 587.336, 0.00782346, -0.0811239, 0.1, -7.45993, 
0.750013, 14.2565, 646.78, 0.00629678, -0.076241, 0.1, -8.71074, 
0.759988, 14.822, 521.127, 0.00877893, -0.0689166, 0.1, -5.64765, 
0.769963, 15.3451, 465.987, 0.00993039, -0.0506058, 0.1, -3.66623, 
0.779938, 15.8368, 436.783, 0.0106511, -0.0298536, 0.1, -2.01645, 
0.789914, 16.2797, 403.069, 0.0116337, -0.0383986, 0.1, -2.37455, 
